Student ID,CI,python,DM,mailid
334,0,0,0,student_334@gmail.com
335,0,0,0,student_335@gmail.com
336,0,0,0,student_336@gmail.com
337,0,0,0,student_337@gmail.com
338,0,0,0,student_338@gmail.com
339,0,0,0,student_339@gmail.com
340,0,0,0,student_340@gmail.com
341,0,0,0,student_341@gmail.com
342,0,0,0,student_342@gmail.com
343,0,0,0,student_343@gmail.com
344,0,0,0,student_344@gmail.com
345,0,0,0,student_345@gmail.com
346,0,0,0,student_346@gmail.com
347,0,0,0,student_347@gmail.com
348,0,0,0,student_348@gmail.com
349,0,0,0,student_349@gmail.com
350,0,0,0,student_350@gmail.com
351,0,0,0,student_351@gmail.com
352,0,0,0,student_352@gmail.com
353,0,0,0,student_353@gmail.com
354,0,0,0,student_354@gmail.com
355,0,0,0,student_355@gmail.com
356,0,0,0,student_356@gmail.com
357,0,0,0,student_357@gmail.com
358,0,0,0,student_358@gmail.com
359,0,0,0,student_359@gmail.com
360,0,0,0,student_360@gmail.com
361,0,0,0,student_361@gmail.com
362,0,0,0,student_362@gmail.com
363,0,0,0,student_363@gmail.com
364,0,0,0,student_364@gmail.com
365,0,0,0,student_365@gmail.com
366,0,0,0,student_366@gmail.com
367,0,0,0,student_367@gmail.com
368,0,0,0,student_368@gmail.com
369,0,0,0,student_369@gmail.com
370,0,0,0,student_370@gmail.com
371,0,0,0,student_371@gmail.com
372,0,0,0,student_372@gmail.com
373,0,0,0,student_373@gmail.com
374,0,0,0,student_374@gmail.com
375,0,0,0,student_375@gmail.com
376,0,0,0,student_376@gmail.com
377,0,0,0,student_377@gmail.com
378,0,0,0,student_378@gmail.com
379,0,0,0,student_379@gmail.com
380,0,0,0,student_380@gmail.com
381,0,0,0,student_381@gmail.com
382,0,0,0,student_382@gmail.com
383,0,0,0,student_383@gmail.com
384,0,0,0,student_384@gmail.com
385,0,0,0,student_385@gmail.com
386,0,0,0,student_386@gmail.com
387,0,0,0,student_387@gmail.com
388,0,0,0,student_388@gmail.com
389,0,0,0,student_389@gmail.com
390,0,0,0,student_390@gmail.com
391,0,0,0,student_391@gmail.com
392,0,0,0,student_392@gmail.com
393,0,0,0,student_393@gmail.com
394,0,0,0,student_394@gmail.com
395,0,0,0,student_395@gmail.com
396,0,0,0,student_396@gmail.com
397,0,0,0,student_397@gmail.com
398,0,0,0,student_398@gmail.com
399,0,0,0,student_399@gmail.com
400,0,0,0,student_400@gmail.com
401,0,0,0,student_401@gmail.com
402,0,0,0,student_402@gmail.com
403,0,0,0,student_403@gmail.com
404,0,0,0,student_404@gmail.com
405,0,0,0,student_405@gmail.com
406,0,0,0,student_406@gmail.com
407,0,0,0,student_407@gmail.com
408,0,0,0,student_408@gmail.com
409,0,0,0,student_409@gmail.com
410,0,0,0,student_410@gmail.com
411,0,0,0,student_411@gmail.com
412,0,0,0,student_412@gmail.com
413,0,0,0,student_413@gmail.com
414,0,0,0,student_414@gmail.com
415,0,0,0,student_415@gmail.com
416,0,0,0,student_416@gmail.com
417,0,0,0,student_417@gmail.com
418,0,0,0,student_418@gmail.com
419,0,0,0,student_419@gmail.com
420,0,0,0,student_420@gmail.com
421,0,0,0,student_421@gmail.com
422,0,0,0,student_422@gmail.com
423,0,0,0,student_423@gmail.com
424,0,0,0,student_424@gmail.com
425,0,0,0,student_425@gmail.com
426,0,0,0,student_426@gmail.com
427,0,0,0,student_427@gmail.com
428,0,0,0,student_428@gmail.com
429,0,0,0,student_429@gmail.com
430,0,0,0,student_430@gmail.com
431,0,0,0,student_431@gmail.com
432,0,0,0,student_432@gmail.com
433,0,0,0,student_433@gmail.com
434,0,0,0,student_434@gmail.com
435,0,0,0,student_435@gmail.com
436,0,0,0,student_436@gmail.com
437,0,0,0,student_437@gmail.com
438,0,0,0,student_438@gmail.com
439,0,0,0,student_439@gmail.com
440,0,0,0,student_440@gmail.com
441,0,0,0,student_441@gmail.com
442,0,0,0,student_442@gmail.com
443,0,0,0,student_443@gmail.com
444,0,0,0,student_444@gmail.com
445,0,0,0,student_445@gmail.com
446,0,0,0,student_446@gmail.com
447,0,0,0,student_447@gmail.com
448,0,0,0,student_448@gmail.com
449,0,0,0,student_449@gmail.com
450,0,0,0,student_450@gmail.com
451,0,0,0,student_451@gmail.com
452,0,0,0,student_452@gmail.com
453,0,0,0,student_453@gmail.com
454,0,0,0,student_454@gmail.com
455,0,0,0,student_455@gmail.com
456,0,0,0,student_456@gmail.com
457,0,0,0,student_457@gmail.com
458,0,0,0,student_458@gmail.com
459,0,0,0,student_459@gmail.com
460,0,0,0,student_460@gmail.com
461,0,0,0,student_461@gmail.com
462,0,0,0,student_462@gmail.com
463,0,0,0,student_463@gmail.com
464,0,0,0,student_464@gmail.com
465,0,0,0,student_465@gmail.com
466,0,0,0,student_466@gmail.com
467,0,0,0,student_467@gmail.com
468,0,0,0,student_468@gmail.com
469,0,0,0,student_469@gmail.com
470,0,0,0,student_470@gmail.com
471,0,0,0,student_471@gmail.com
472,0,0,0,student_472@gmail.com
473,0,0,0,student_473@gmail.com
474,0,0,0,student_474@gmail.com
475,0,0,0,student_475@gmail.com
476,0,0,0,student_476@gmail.com
477,0,0,0,student_477@gmail.com
478,0,0,0,student_478@gmail.com
479,0,0,0,student_479@gmail.com
480,0,0,0,student_480@gmail.com
481,0,0,0,student_481@gmail.com
482,0,0,0,student_482@gmail.com
483,0,0,0,student_483@gmail.com
484,0,0,0,student_484@gmail.com
485,0,0,0,student_485@gmail.com
486,0,0,0,student_486@gmail.com
487,0,0,0,student_487@gmail.com
488,0,0,0,student_488@gmail.com
489,0,0,0,student_489@gmail.com
490,0,0,0,student_490@gmail.com
491,0,0,0,student_491@gmail.com
492,0,0,0,student_492@gmail.com
493,0,0,0,student_493@gmail.com
494,0,0,0,student_494@gmail.com
495,0,0,0,student_495@gmail.com
496,0,0,0,student_496@gmail.com
497,0,0,0,student_497@gmail.com
498,0,0,0,student_498@gmail.com
499,0,0,0,student_499@gmail.com
500,0,0,0,student_500@gmail.com
501,0,0,0,student_501@gmail.com
502,0,0,0,student_502@gmail.com
503,0,0,0,student_503@gmail.com
504,0,0,0,student_504@gmail.com
505,0,0,0,student_505@gmail.com
506,0,0,0,student_506@gmail.com
507,0,0,0,student_507@gmail.com
508,0,0,0,student_508@gmail.com
509,0,0,0,student_509@gmail.com
510,0,0,0,student_510@gmail.com
511,0,0,0,student_511@gmail.com
512,0,0,0,student_512@gmail.com
513,0,0,0,student_513@gmail.com
514,0,0,0,student_514@gmail.com
515,0,0,0,student_515@gmail.com
516,0,0,0,student_516@gmail.com
517,0,0,0,student_517@gmail.com
518,0,0,0,student_518@gmail.com
519,0,0,0,student_519@gmail.com
520,0,0,0,student_520@gmail.com
521,0,0,0,student_521@gmail.com
522,0,0,0,student_522@gmail.com
523,0,0,0,student_523@gmail.com
524,0,0,0,student_524@gmail.com
525,0,0,0,student_525@gmail.com
526,0,0,0,student_526@gmail.com
527,0,0,0,student_527@gmail.com
528,0,0,0,student_528@gmail.com
529,0,0,0,student_529@gmail.com
530,0,0,0,student_530@gmail.com
531,0,0,0,student_531@gmail.com
532,0,0,0,student_532@gmail.com
533,0,0,0,student_533@gmail.com
534,0,0,0,student_534@gmail.com
535,0,0,0,student_535@gmail.com
536,0,0,0,student_536@gmail.com
537,0,0,0,student_537@gmail.com
538,0,0,0,student_538@gmail.com
539,0,0,0,student_539@gmail.com
540,0,0,0,student_540@gmail.com
541,0,0,0,student_541@gmail.com
542,0,0,0,student_542@gmail.com
543,0,0,0,student_543@gmail.com
544,0,0,0,student_544@gmail.com
545,0,0,0,student_545@gmail.com
546,0,0,0,student_546@gmail.com
547,0,0,0,student_547@gmail.com
548,0,0,0,student_548@gmail.com
549,0,0,0,student_549@gmail.com
550,0,0,0,student_550@gmail.com
551,0,0,0,student_551@gmail.com
552,0,0,0,student_552@gmail.com
553,0,0,0,student_553@gmail.com
554,0,0,0,student_554@gmail.com
555,0,0,0,student_555@gmail.com
556,0,0,0,student_556@gmail.com
557,0,0,0,student_557@gmail.com
558,0,0,0,student_558@gmail.com
559,0,0,0,student_559@gmail.com
560,0,0,0,student_560@gmail.com
561,0,0,0,student_561@gmail.com
562,0,0,0,student_562@gmail.com
563,0,0,0,student_563@gmail.com
564,0,0,0,student_564@gmail.com
565,0,0,0,student_565@gmail.com
566,0,0,0,student_566@gmail.com
567,0,0,0,student_567@gmail.com
568,0,0,0,student_568@gmail.com
569,0,0,0,student_569@gmail.com
570,0,0,0,student_570@gmail.com
571,0,0,0,student_571@gmail.com
572,0,0,0,student_572@gmail.com
573,0,0,0,student_573@gmail.com
574,0,0,0,student_574@gmail.com
575,0,0,0,student_575@gmail.com
576,0,0,0,student_576@gmail.com
577,0,0,0,student_577@gmail.com
578,0,0,0,student_578@gmail.com
579,0,0,0,student_579@gmail.com
580,0,0,0,student_580@gmail.com
581,0,0,0,student_581@gmail.com
582,0,0,0,student_582@gmail.com
583,0,0,0,student_583@gmail.com
584,0,0,0,student_584@gmail.com
585,0,0,0,student_585@gmail.com
586,0,0,0,student_586@gmail.com
587,0,0,0,student_587@gmail.com
588,0,0,0,student_588@gmail.com
589,0,0,0,student_589@gmail.com
590,0,0,0,student_590@gmail.com
591,0,0,0,student_591@gmail.com
592,0,0,0,student_592@gmail.com
593,0,0,0,student_593@gmail.com
594,0,0,0,student_594@gmail.com
595,0,0,0,student_595@gmail.com
596,0,0,0,student_596@gmail.com
597,0,0,0,student_597@gmail.com
598,0,0,0,student_598@gmail.com
599,0,0,0,student_599@gmail.com
600,0,0,0,student_600@gmail.com
601,0,0,0,student_601@gmail.com
602,0,0,0,student_602@gmail.com
603,0,0,0,student_603@gmail.com
604,0,0,0,student_604@gmail.com
605,0,0,0,student_605@gmail.com
606,0,0,0,student_606@gmail.com
607,0,0,0,student_607@gmail.com
608,0,0,0,student_608@gmail.com
609,0,0,0,student_609@gmail.com
610,0,0,0,student_610@gmail.com
611,0,0,0,student_611@gmail.com
612,0,0,0,student_612@gmail.com
613,0,0,0,student_613@gmail.com
614,0,0,0,student_614@gmail.com
615,0,0,0,student_615@gmail.com
616,0,0,0,student_616@gmail.com
617,0,0,0,student_617@gmail.com
618,0,0,0,student_618@gmail.com
619,0,0,0,student_619@gmail.com
620,0,0,0,student_620@gmail.com
621,0,0,0,student_621@gmail.com
622,0,0,0,student_622@gmail.com
623,0,0,0,student_623@gmail.com
624,0,0,0,student_624@gmail.com
625,0,0,0,student_625@gmail.com
626,0,0,0,student_626@gmail.com
627,0,0,0,student_627@gmail.com
628,0,0,0,student_628@gmail.com
629,0,0,0,student_629@gmail.com
630,0,0,0,student_630@gmail.com
631,0,0,0,student_631@gmail.com
632,0,0,0,student_632@gmail.com
633,0,0,0,student_633@gmail.com
634,0,0,0,student_634@gmail.com
635,0,0,0,student_635@gmail.com
636,0,0,0,student_636@gmail.com
637,0,0,0,student_637@gmail.com
638,0,0,0,student_638@gmail.com
639,0,0,0,student_639@gmail.com
640,0,0,0,student_640@gmail.com
641,0,0,0,student_641@gmail.com
642,0,0,0,student_642@gmail.com
643,0,0,0,student_643@gmail.com
644,0,0,0,student_644@gmail.com
645,0,0,0,student_645@gmail.com
646,0,0,0,student_646@gmail.com
647,0,0,0,student_647@gmail.com
648,0,0,0,student_648@gmail.com
649,0,0,0,student_649@gmail.com
650,0,0,0,student_650@gmail.com
651,0,0,0,student_651@gmail.com
652,0,0,0,student_652@gmail.com
653,0,0,0,student_653@gmail.com
654,0,0,0,student_654@gmail.com
655,0,0,0,student_655@gmail.com
656,0,0,0,student_656@gmail.com
657,0,0,0,student_657@gmail.com
658,0,0,0,student_658@gmail.com
659,0,0,0,student_659@gmail.com
660,0,0,0,student_660@gmail.com
661,0,0,0,student_661@gmail.com
662,0,0,0,student_662@gmail.com
663,0,0,0,student_663@gmail.com
664,0,0,0,student_664@gmail.com
665,0,0,0,student_665@gmail.com
666,0,0,0,student_666@gmail.com
667,0,0,0,student_667@gmail.com
668,0,0,0,student_668@gmail.com
669,0,0,0,student_669@gmail.com
670,0,0,0,student_670@gmail.com
671,0,0,0,student_671@gmail.com
672,0,0,0,student_672@gmail.com
673,0,0,0,student_673@gmail.com
674,0,0,0,student_674@gmail.com
675,0,0,0,student_675@gmail.com
676,0,0,0,student_676@gmail.com
677,0,0,0,student_677@gmail.com
678,0,0,0,student_678@gmail.com
679,0,0,0,student_679@gmail.com
680,0,0,0,student_680@gmail.com
681,0,0,0,student_681@gmail.com
682,0,0,0,student_682@gmail.com
683,0,0,0,student_683@gmail.com
684,0,0,0,student_684@gmail.com
685,0,0,0,student_685@gmail.com
686,0,0,0,student_686@gmail.com
687,0,0,0,student_687@gmail.com
688,0,0,0,student_688@gmail.com
689,0,0,0,student_689@gmail.com
690,0,0,0,student_690@gmail.com
691,0,0,0,student_691@gmail.com
692,0,0,0,student_692@gmail.com
693,0,0,0,student_693@gmail.com
694,0,0,0,student_694@gmail.com
695,0,0,0,student_695@gmail.com
696,0,0,0,student_696@gmail.com
697,0,0,0,student_697@gmail.com
698,0,0,0,student_698@gmail.com
699,0,0,0,student_699@gmail.com
700,0,0,0,student_700@gmail.com
701,0,0,0,student_701@gmail.com
702,0,0,0,student_702@gmail.com
703,0,0,0,student_703@gmail.com
704,0,0,0,student_704@gmail.com
705,0,0,0,student_705@gmail.com
706,0,0,0,student_706@gmail.com
707,0,0,0,student_707@gmail.com
708,0,0,0,student_708@gmail.com
709,0,0,0,student_709@gmail.com
710,0,0,0,student_710@gmail.com
711,0,0,0,student_711@gmail.com
712,0,0,0,student_712@gmail.com
713,0,0,0,student_713@gmail.com
714,0,0,0,student_714@gmail.com
715,0,0,0,student_715@gmail.com
716,0,0,0,student_716@gmail.com
717,0,0,0,student_717@gmail.com
718,0,0,0,student_718@gmail.com
719,0,0,0,student_719@gmail.com
720,0,0,0,student_720@gmail.com
721,0,0,0,student_721@gmail.com
722,0,0,0,student_722@gmail.com
723,0,0,0,student_723@gmail.com
724,0,0,0,student_724@gmail.com
725,0,0,0,student_725@gmail.com
726,0,0,0,student_726@gmail.com
727,0,0,0,student_727@gmail.com
728,0,0,0,student_728@gmail.com
729,0,0,0,student_729@gmail.com
730,0,0,0,student_730@gmail.com
731,0,0,0,student_731@gmail.com
732,0,0,0,student_732@gmail.com
733,0,0,0,student_733@gmail.com
734,0,0,0,student_734@gmail.com
735,0,0,0,student_735@gmail.com
736,0,0,0,student_736@gmail.com
737,0,0,0,student_737@gmail.com
738,0,0,0,student_738@gmail.com
739,0,0,0,student_739@gmail.com
740,0,0,0,student_740@gmail.com
741,0,0,0,student_741@gmail.com
742,0,0,0,student_742@gmail.com
743,0,0,0,student_743@gmail.com
744,0,0,0,student_744@gmail.com
745,0,0,0,student_745@gmail.com
746,0,0,0,student_746@gmail.com
747,0,0,0,student_747@gmail.com
748,0,0,0,student_748@gmail.com
749,0,0,0,student_749@gmail.com
750,0,0,0,student_750@gmail.com
751,0,0,0,student_751@gmail.com
752,0,0,0,student_752@gmail.com
753,0,0,0,student_753@gmail.com
754,0,0,0,student_754@gmail.com
755,0,0,0,student_755@gmail.com
756,0,0,0,student_756@gmail.com
757,0,0,0,student_757@gmail.com
758,0,0,0,student_758@gmail.com
759,0,0,0,student_759@gmail.com
760,0,0,0,student_760@gmail.com
761,0,0,0,student_761@gmail.com
762,0,0,0,student_762@gmail.com
763,0,0,0,student_763@gmail.com
764,0,0,0,student_764@gmail.com
765,0,0,0,student_765@gmail.com
766,0,0,0,student_766@gmail.com
767,0,0,0,student_767@gmail.com
768,0,0,0,student_768@gmail.com
769,0,0,0,student_769@gmail.com
770,0,0,0,student_770@gmail.com
771,0,0,0,student_771@gmail.com
772,0,0,0,student_772@gmail.com
773,0,0,0,student_773@gmail.com
774,0,0,0,student_774@gmail.com
775,0,0,0,student_775@gmail.com
